breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id_text,sizes,description,other_images
"['Men', 'Designers', 'Gucci', 'Shoes', 'Formal shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e9/P00773734.jpg,Gucci,Interlocking G tassel leather loafers,€ 825,,,P00773734,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46']","These black loafers from Gucci are crafted from leather in a classic streamlined silhouette, feature the label's Web stripe motif across the uppers, and are finished with tassles and golden interlocking GG logos.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e9/P00773734_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d4/P00773715.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d4/P00773715_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ac/P00773756.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ac/P00773756_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d5/P00773759.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d5/P00773759_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/49/P00773736.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/49/P00773736_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c6/P00773746.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c6/P00773746_b1.jpg']"
"['Men', 'Designers', 'Burberry', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f7/P00802024.jpg,Burberry,TB Monogram leather slides,€ 439,,,P00802024,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Burberry's TB Monogram is a reference to the initials of the house founder, Thomas Burberry. The motif is featured as a silver-toned rendition on these slides, made entirely from brown-hued leather in Italy.",[]
"['Men', 'Designers', 'Loewe', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e7/P00753101.jpg,Loewe,Deconstructed denim sneakers,€ 665,,,P00753101,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45']","Designed with jagged seams that look as though they've been ripped apart, Loewe's Deconstructed style is a fresh take on worn-in sneakers. Made from gray denim, this pair has rivet detailing and padded ankle support.",[]
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/21/P00734279.jpg,Valentino Garavani,VLogo leather sandals,€ 635,,,P00734279,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","These black leather sandals from Valentino Garavani have smooth leather uppers mimicking the shape of thick double straps. Made in Italy, this pair has rubber soles, round open toes, and tonal VLogo embellishments.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00734279_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00734253.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00734253_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9d/P00734283.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9d/P00734283_b1.jpg']"
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/71/P00775918.jpg,Saint Laurent,Feliz low-top leather sneakers,€ 505,,,P00775918,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",The Feliz sneakers from Saint Laurent are a low-top design with a minimalist flair. The streamlined lace-up pair comes in smooth white leather with round toes and comfortable rubber soles.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/71/P00775918_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/09/P00709444.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/09/P00709444_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/94/P00804947.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/94/P00804947_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e0/P00775890.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e0/P00775890_b1.jpg']"
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/d9/P00775877.jpg,Saint Laurent,Wyatt suede Chelsea boots,€ 825,,,P00775877,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Saint Laurent's elegant vision defines these Wyatt Chelsea boots. Made in Italy, this tactile suede style has a streamlined silhouette with stacked heels and elasticated side gussets.",[]
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/04/P00738005.jpg,Tom Ford,Jude leather slip-on sneakers,€ 585,,,P00738005,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47', 'UK_ 14 / EU 48']","Tom Ford's timeless sophistication defines the Jude sneakers. Appearing in an ""Ivory and White"" colorway, this calfskin style has a streamlined slip-on silhouette with thick rubber soles and branded heel counters.",[]
"['Men', 'Designers', 'Moncler', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/99/P00779535.jpg,Moncler,Trailgrip Lite ripstop sneakers,€ 545,,,P00779535,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","A lightweight iteration of one of Moncler's functional designs, the Trailgrip Lite sneakers are suitable for the warmer season. They're built with ripstop uppers, EVA midsoles, and VibramÂ® Megagrip soles for optimum traction.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/99/P00779535_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d7/P00779478.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d7/P00779478_b1.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/41/P00737677.jpg,Gucci,Horsebit GG canvas slippers,€ 565,,,P00737677,"['UK_ 5 / EU 39', 'UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']","These slippers from Gucci are ideal for lounging or off-duty looks. Made from beige GG canvas, the style is finished with brown leather trims and gold-tone Horsebit hardware.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/41/P00737677_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/39/P00737651.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/39/P00737651_b1.jpg']"
"['Men', 'Designers', 'Loewe', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b0/P00753050.jpg,Loewe,Anagram denim slides,€ 825,,,P00753050,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",The Anagram logo was designed by the Spanish artist Vicente Vela as a quadruple-L insignia that now lends instant recognition to any Loewe piece. These denim slides have a front pocket detail with contrast embroidery.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b0/P00753050_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/73/P00697554.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/73/P00697554_b1.jpg']"
"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/c4/P00807339.jpg,Givenchy,TK-MX Runner low-top sneakers,€ 865,,,P00807339,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 41.5 / EU 41.5', 'EU_ 42.5 / EU 42.5']",Givenchy pushes the boundaries of athletic-inspired footwear with the TK-MX Runner sneakers. This graphic style features embossed rubber soles with side bubble patches and 4G detailing with reflective printed sidewalls.,[]
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/90/P00734310.jpg,Valentino Garavani,MS-296 Rockstud low-top sneakers,€ 749,,,P00734310,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Valentino Garavani looked to ancient architecture to create the now-iconic Rockstud embellishments. The sporty MS-296 low-top sneakers are embellished and feature retro logo patches to the tounges, elevated gum soles, and mesh inlays.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/90/P00734310_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00734253.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00734253_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c9/P00734314.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c9/P00734314_b1.jpg']"
"['Men', 'Designers', 'Brunello Cucinelli', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f7/P00738307.jpg,Brunello Cucinelli,Suede slides,€ 465,,,P00738307,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",These slides from Brunello Cucinelli are made in Italy in a round open-toe design with washed suede  straps. The uppers are adjustable through logo-engraved metal buckles and set atop Micro tread leather insoles.,[]
"['Men', 'Designers', 'Berluti', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5b/P00735456.jpg,Berluti,Scritto suede Derby shoes,"€ 1,315",,,P00735456,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46']","Crafted in Italy from supple suede, these Derby shoes are set on tonal rubber soles and feature the extremely elegant Scritto motif, created by Olga Berluti as an homage to the art of calligraphy.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5b/P00735456_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/36/P00735467.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/36/P00735467_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00735452.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00735452_b1.jpg']"
"['Men', 'Designers', 'Burberry', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/1f/P00802034.jpg,Burberry,Leather low-top sneakers,€ 479,,,P00802034,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","These low-top sneakers from Burberry are ideal for everyday wear. Made from beige leather, the style is finished with the brand's iconic Vintage Check detailing and set atop a comfortable rubber sole.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/1f/P00802034_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c3/P00739328.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c3/P00739328_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/40/P00674429.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/40/P00674429_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/0b/P00721445.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/0b/P00721445_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/60/P00801949.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/60/P00801949_b1.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/56/P00734023.jpg,Christian Louboutin,Louis Junior studded leather sneakers,€ 715,,,P00734023,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The Louis Junior sneakers from Christian Louboutin add an elegant edge to the standard low-top. Designed with smooth leather uppers and a spiked toebox, these sneakers are complete with the brand's signature red soles.",[]
"['Men', 'Designers', 'Visvim', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/df/P00792307.jpg,Visvim,Skagway leopard-print sneakers,€ 749,,10% off over €500,P00792307,"['US_ 8 / EU 41 - 42', 'US_ 9 / EU 42.5 - 43', 'US_ 10 / EU 44 - 44.5', 'US_ 11 / EU 45 - 45.5', 'US_ 12 / EU 45.5 - 46']","The Skagway sneakers from Visvim evoke a retro appeal with their logo-detailed, off-color chunky rubber soles. The lace-up low-tops have leopard-printed uppers for instant style.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/df/P00792307_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f8/P00792332.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f8/P00792332_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a4/P00792347.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a4/P00792347_b1.jpg']"
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/40/P00738003.jpg,Tom Ford,Suede slip-on sneakers,€ 585,,,P00738003,"['UK_ 6 / EU 39', 'UK_ 7 / EU 40', 'UK_ 8 / EU 41', 'UK_ 9 / EU 42', 'UK_ 10 / EU 43', 'UK_ 11 / EU 44', 'UK_ 12 / EU 45', 'UK_ 13 / EU 46']","Easy to wear and even easier to style, Tom Ford's slip-on sneakers are a wardrobe essential. They're crafted from suede with almond-shaped toes and a thick rubber sole.",[]
"['Men', 'Designers', 'Burberry', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/9c/P00656617.jpg,Burberry,Leather sandals,€ 479,,,P00656617,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","These sandals from Burberry are adorned with gleaming metal logo appliquÃ©s. A slip-on pair, they're made from leather and open rounded toes.",[]
"['Men', 'Designers', 'Dolce & Gabbana', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e4/P00734083.jpg,Dolce&Gabbana,New Roma leather sneakers,€ 510,,,P00734083,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","These New Roma sneakers from Dolce&Gabbana are made in Italy from leather in a classic lace-up silhouette. They feature round toes, contrast details, and the house logo on the tongues.",[]
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Formal shoes', 'Brogues']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/ab/P00768715.jpg,Valentino Garavani,Rockstud leather Derby shoes,€ 980,,,P00768715,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Valentino Garavani looked to ancient architecture to create the now-iconic Rockstud embellishments. These embellished Derby shoes are made from polished calfskin and boast traditional touches, such as vamp eyelets and small heels.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ab/P00768715_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/39/P00734322.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/39/P00734322_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/34/P00768732.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/34/P00768732_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5b/P00768716.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5b/P00768716_b1.jpg']"
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/8c/P00709525.jpg,Saint Laurent,SL/61 leather low-top sneakers,€ 585,,,P00709525,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 42.5 / EU 42.5', 'EU_ 43.5 / EU 43.5', 'EU_ 41.5 / EU 41.5']","The SL/61 sneakers from Saint Laurent are our go-to style for everyday off-duty looks. Crafted in Italy from calfskin leather, the low-top style features contrasting white perforated and green, grained leather panels.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8c/P00709525_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9c/P00645336.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9c/P00645336_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/54/P00583351.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/54/P00583351_b2.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3c/P00579194.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3c/P00579194_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00492146.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00492146_b1.jpg']"
"['Men', 'Designers', 'Visvim', 'Shoes', 'Sneakers', 'High-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/13/P00792315.jpg,Visvim,Skagway canvas sneakers,€ 755,,10% off over €500,P00792315,"['US_ 8 / EU 41 - 42', 'US_ 9 / EU 42.5 - 43', 'US_ 10 / EU 44 - 44.5', 'US_ 11 / EU 45 - 45.5']",The Skagway sneakers from Visvim evoke a retro appeal with their off-color chunky rubber soles âaccented with the logo patch. The lace-up high-tops have cotton canvas uppers and a leather lining.,[]
"['Men', 'Designers', 'Dolce & Gabbana', 'Shoes', 'Espadrilles']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/06/P00734075.jpg,Dolce&Gabbana,Boccaccio canvas espadrilles,€ 379,,,P00734075,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","The Boccaccio espadrilles define Dolce&Gabbana's take on off-duty elegance. Made in Italy, the cotton canvas uppers are embellished with a logo plaque and classic jute trims.",[]
"['Men', 'Designers', 'Dolce & Gabbana', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e7/P00734065.jpg,Dolce&Gabbana,New Roma leather sneakers,€ 480,,,P00734065,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","These New Roma sneakers from Dolce&Gabbana are made in Italy from leather in a classic lace-up silhouette. They feature round toes, tonal details, and the house logo on the tongues.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e7/P00734065_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e0/P00734132.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e0/P00734132_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/77/P00734139.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/77/P00734139_b1.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/ad/P00737673.jpg,Gucci,Gucci Run leather sneakers,€ 749,,,P00737673,"['UK_ 5 / EU 39', 'UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']",These sneakers from Gucci will take you effortlessly from day until night. This style features uppers made of leather atop versatile rubber soles.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ad/P00737673_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b3/P00737566.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b3/P00737566_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/13/P00737668.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/13/P00737668_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2b/P00583962.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2b/P00583962_b1.jpg']"
"['Men', 'Designers', 'Zegna', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/26/P00752697.jpg,Zegna,MÃ©lange Triple Stitch leather sneakers,€ 839,,10% off over €500,P00752697,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46']",Zegna's iconic Triple Stitch sneakers are reinvented by Artistic Director Alessandro Sartori and footwear innovator Daniel Bailey. This low-top style is made from mÃ©lange-effect leather with angled rubber soles and layered technical mesh cuffs.,[]
"['Men', 'Designers', 'Loro Piana', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/9a/P00738130.jpg,Loro Piana,Soho Walk sneakers,€ 570,,,P00738130,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",Loro Piana's Soho Walk sneakers slip on with ribbed-knit WishÂ® collars made from fine wool derived from Merino sheep bred in Australia and New Zealand. The round-toe style features ribbed detailing and leather trims.,[]
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/8b/P00675794.jpg,Valentino Garavani,Roman Stud Turtle slides,€ 379,,,P00675794,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Italian-crafted with rubber soles and uppers, these black slides offer molded footbeds for added comfort. Valentino Garavani employs its signature Maxi Roman Studs in an all-over design to bold effect.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8b/P00675794_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/63/P00675824.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/63/P00675824_b1.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/48/P00655753.jpg,Balenciaga,Runner sneakers,€ 925,,,P00655753,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The latest leather-free sneakers from Balenciaga, the Runner sneakers in white and gold are made in Italy from mesh and nylon with raw-edge detailing. In typical Balenciaga fashion, they feature the size printed at the toe.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/48/P00655753_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8d/P00631756.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8d/P00631756_b1.jpg']"
